trial_id,n_arquivos,n_classes,loc_total,n_metodos,cc_total,cc_media_por_metodo,duplicacoes_cpd,linhas_duplicadas_cpd,pct_duplicacao_cpd,min_tokens_cpd,collected_at
gabriel-kata03-COM_IA,1,2,123,8,31,3.875,0,0,0,50,2026-09-17T17:15:12-03:00
