file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
C:\Users\Administrator\Downloads\Lab2_Medição\lab2-experimentacao-software\data\trials\gabriel-kata01-SEM_IA\src\FechamentoCaixa.java,FechamentoCaixa$LinhaParseada,innerclass,0,0,0,0,0,1,0,0,0,NaN,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,1,0,5,0,0,0,0,10,10,0
C:\Users\Administrator\Downloads\Lab2_Medição\lab2-experimentacao-software\data\trials\gabriel-kata01-SEM_IA\src\FechamentoCaixa.java,FechamentoCaixa,class,2,3,1,2,33,1,0,22,3,0.0,NaN,NaN,3,3,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,129,3,5,2,1,0,20,13,38,1,16,6,0,1,0,39,1,0
