kata_id,COM_IA,SEM_IA,diferenca,par_completo
kata01,6.25,11.0,-4.75,True
kata02,2.75,19.0,-16.25,True
kata03,3.875,3.667,0.20800000000000018,True
kata04,3.4,3.333,0.06699999999999973,True
