trial_id,n_arquivos,n_classes,loc_total,n_metodos,cc_total,cc_media_por_metodo,duplicacoes_cpd,linhas_duplicadas_cpd,pct_duplicacao_cpd,min_tokens_cpd,collected_at
gabriel-kata01-SEM_IA,1,2,136,3,33,11,0,0,0,50,2026-09-24T11:34:30-03:00
