trial_id,n_arquivos,n_classes,loc_total,n_metodos,cc_total,cc_media_por_metodo,duplicacoes_cpd,linhas_duplicadas_cpd,pct_duplicacao_cpd,min_tokens_cpd,collected_at
guilherme-kata01-COM_IA,1,2,122,4,25,6.25,0,0,0,50,2026-09-24T11:34:22-03:00
