file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
C:\Users\Administrator\Downloads\Lab2_Medição\lab2-experimentacao-software\data\trials\gabriel-kata03-COM_IA\src\CompraAcoes.java,CompraAcoes,class,2,3,1,2,30,1,0,23,21,0.8571428,NaN,NaN,7,7,1,6,0,0,1,0,0,0,5,5,0,5,0,0,5,0,13,115,14,2,9,1,0,17,18,28,2,25,3,0,1,1,63,1,0
C:\Users\Administrator\Downloads\Lab2_Medição\lab2-experimentacao-software\data\trials\gabriel-kata03-COM_IA\src\CompraAcoes.java,CompraAcoes$Compra,innerclass,0,0,0,0,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,2,2,0,0,8,0,0,0,0,0,0,0,2,0,2,0,0,0,0,5,10,0
