trial_id,n_arquivos,n_classes,loc_total,n_metodos,cc_total,cc_media_por_metodo,duplicacoes_cpd,linhas_duplicadas_cpd,pct_duplicacao_cpd,min_tokens_cpd,collected_at
guilherme-kata04-SEM_IA,1,1,50,3,5,1.667,0,0,0,50,2026-09-17T15:10:02-03:00
