trial_id,n_arquivos,n_classes,loc_total,n_metodos,cc_total,cc_media_por_metodo,duplicacoes_cpd,linhas_duplicadas_cpd,pct_duplicacao_cpd,min_tokens_cpd,collected_at
kata02-ref,1,1,54,5,6,1.2,0,0,0,50,2026-09-10T22:50:38-03:00
kata02-ref,1,1,54,5,16,3.2,0,0,0,50,2026-09-17T17:08:33-03:00
