file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
C:\Users\Administrator\Downloads\Lab2_Medição\lab2-experimentacao-software\data\trials\guilherme-kata03-SEM_IA\src\CompraAcoes.java,CompraAcoes,class,2,3,1,2,32,1,0,27,28,0.875,NaN,NaN,8,8,1,7,0,0,1,0,0,0,7,7,0,7,0,0,7,0,14,121,18,3,5,2,0,11,26,32,1,29,3,0,1,0,71,1,0
C:\Users\Administrator\Downloads\Lab2_Medição\lab2-experimentacao-software\data\trials\guilherme-kata03-SEM_IA\src\CompraAcoes.java,CompraAcoes$Compra,innerclass,0,0,0,0,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,3,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,3,0,3,0,0,0,0,7,10,0
